"Asignacion_ID","Metadata_Tipo","Objeto","Componente_API","Aplicacion","Perfil","RecordType","FormFactor","Tipo_Asignacion","Asignado","Aplica_PEKING","Exclusivo_Usados","Fuente_Evidencia","Nivel_Confianza","Limitacion","Accion_Potencial","Notas"
"UI-06295","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06296","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06297","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad y Nuevos V2 A1","","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06298","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad y Nuevos V2 A1","","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06299","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad-Kawa-Polaris y Nuevos V2 A1","","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06300","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad-Kawa-Polaris y Nuevos V2 A1","","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06301","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online Motos y Nuevos V2 A1","","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06302","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online Motos y Nuevos V2 A1","","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06303","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Nuevos","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06304","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Nuevos","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06305","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad y Nuevos V2 A1","Nuevos","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06306","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad y Nuevos V2 A1","Nuevos","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06307","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad-Kawa-Polaris y Nuevos V2 A1","Nuevos","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06308","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad-Kawa-Polaris y Nuevos V2 A1","Nuevos","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06309","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online Motos y Nuevos V2 A1","Nuevos","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06310","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online Motos y Nuevos V2 A1","Nuevos","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06311","FlexiPage","Quote","Quote_Record_Page6","XT_RM_Talleres","","","Large","APP_DEFAULT","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06312","FlexiPage","Quote","Quote_Record_Page6","XT_RM_Talleres","Asistente de Taller","Taller","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06313","FlexiPage","Quote","Quote_Record_Page6","XT_RM_Talleres","Mecanico Lider","Taller","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06314","FlexiPage","Quote","Quote_Record_Page6","ORG_DEFAULT","","","Small","DEFAULT_OBJETO","SI","Por determinar","No","Metadata de objeto recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06315","FlexiPage","Quote","Quote_Record_Page6","ORG_DEFAULT","","","Large","DEFAULT_OBJETO","SI","Por determinar","No","Metadata de objeto recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06316","FlexiPage","Opportunity","Opportunity_Record_Page","","","","","SIN_ASIGNACION_DEMOSTRADA","NO","Por determinar","No","Revisión de 57 CustomApplications y actionOverrides de Opportunity/Quote, Partial 2026-08-06","MEDIO","No se encontró activación en las fuentes recuperadas; puede existir otra capa no expuesta por metadata.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06317","FlexiPage","Opportunity","Opportunity_Record_Page10","","","","","SIN_ASIGNACION_DEMOSTRADA","NO","Por determinar","No","Revisión de 57 CustomApplications y actionOverrides de Opportunity/Quote, Partial 2026-08-06","MEDIO","No se encontró activación en las fuentes recuperadas; puede existir otra capa no expuesta por metadata.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06318","FlexiPage","Opportunity","Opportunity_Record_Page11","","","","","SIN_ASIGNACION_DEMOSTRADA","NO","Por determinar","No","Revisión de 57 CustomApplications y actionOverrides de Opportunity/Quote, Partial 2026-08-06","MEDIO","No se encontró activación en las fuentes recuperadas; puede existir otra capa no expuesta por metadata.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06319","FlexiPage","Opportunity","Opportunity_Record_Page12","","","","","SIN_ASIGNACION_DEMOSTRADA","NO","Por determinar","No","Revisión de 57 CustomApplications y actionOverrides de Opportunity/Quote, Partial 2026-08-06","MEDIO","No se encontró activación en las fuentes recuperadas; puede existir otra capa no expuesta por metadata.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06320","FlexiPage","Opportunity","Opportunity_Record_Page2","","","","","SIN_ASIGNACION_DEMOSTRADA","NO","Por determinar","No","Revisión de 57 CustomApplications y actionOverrides de Opportunity/Quote, Partial 2026-08-06","MEDIO","No se encontró activación en las fuentes recuperadas; puede existir otra capa no expuesta por metadata.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06321","FlexiPage","Opportunity","Opportunity_Record_Page3","","","","","SIN_ASIGNACION_DEMOSTRADA","NO","Por determinar","No","Revisión de 57 CustomApplications y actionOverrides de Opportunity/Quote, Partial 2026-08-06","MEDIO","No se encontró activación en las fuentes recuperadas; puede existir otra capa no expuesta por metadata.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06322","FlexiPage","Opportunity","Opportunity_Record_Page4","","","","","SIN_ASIGNACION_DEMOSTRADA","NO","Por determinar","No","Revisión de 57 CustomApplications y actionOverrides de Opportunity/Quote, Partial 2026-08-06","MEDIO","No se encontró activación en las fuentes recuperadas; puede existir otra capa no expuesta por metadata.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06323","FlexiPage","Opportunity","Opportunity_Record_Page5","","","","","SIN_ASIGNACION_DEMOSTRADA","NO","Por determinar","No","Revisión de 57 CustomApplications y actionOverrides de Opportunity/Quote, Partial 2026-08-06","MEDIO","No se encontró activación en las fuentes recuperadas; puede existir otra capa no expuesta por metadata.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06324","FlexiPage","Opportunity","Opportunity_Record_Page6","","","","","SIN_ASIGNACION_DEMOSTRADA","NO","Por determinar","No","Revisión de 57 CustomApplications y actionOverrides de Opportunity/Quote, Partial 2026-08-06","MEDIO","No se encontró activación en las fuentes recuperadas; puede existir otra capa no expuesta por metadata.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06325","FlexiPage","Opportunity","Opportunity_Record_Page7","","","","","SIN_ASIGNACION_DEMOSTRADA","NO","Por determinar","No","Revisión de 57 CustomApplications y actionOverrides de Opportunity/Quote, Partial 2026-08-06","MEDIO","No se encontró activación en las fuentes recuperadas; puede existir otra capa no expuesta por metadata.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06326","FlexiPage","Opportunity","Opportunity_Record_Page8","","","","","SIN_ASIGNACION_DEMOSTRADA","NO","Por determinar","No","Revisión de 57 CustomApplications y actionOverrides de Opportunity/Quote, Partial 2026-08-06","MEDIO","No se encontró activación en las fuentes recuperadas; puede existir otra capa no expuesta por metadata.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06327","FlexiPage","Opportunity","Opportunity_Record_Page9","","","","","SIN_ASIGNACION_DEMOSTRADA","NO","Por determinar","No","Revisión de 57 CustomApplications y actionOverrides de Opportunity/Quote, Partial 2026-08-06","MEDIO","No se encontró activación en las fuentes recuperadas; puede existir otra capa no expuesta por metadata.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06328","FlexiPage","Opportunity","Opportunity_Record_Page_VN_Agenda_Facturada","","","","","SIN_ASIGNACION_DEMOSTRADA","NO","Por determinar","No","Revisión de 57 CustomApplications y actionOverrides de Opportunity/Quote, Partial 2026-08-06","MEDIO","No se encontró activación en las fuentes recuperadas; puede existir otra capa no expuesta por metadata.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06329","FlexiPage","Quote","Quote_Record_Page1","","","","","SIN_ASIGNACION_DEMOSTRADA","NO","Por determinar","No","Revisión de 57 CustomApplications y actionOverrides de Opportunity/Quote, Partial 2026-08-06","MEDIO","No se encontró activación en las fuentes recuperadas; puede existir otra capa no expuesta por metadata.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
