"Asignacion_ID","Metadata_Tipo","Objeto","Componente_API","Aplicacion","Perfil","Perfil_Referencia","RecordType","FormFactor","Tipo_Asignacion","Asignado","Aplica_PEKING","Exclusivo_Usados","Fuente_Evidencia","Nivel_Confianza","Limitacion","Accion_Potencial","Notas"
"UIV2-04383","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkintest Profile","walnkintest Profile","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04384","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkintest Profile","walnkintest Profile","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04385","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkintest Profile","walnkintest Profile","Motos usados","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04386","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkintest Profile","walnkintest Profile","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04387","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkintest Profile","walnkintest Profile","Cartera Madura","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04388","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkintest Profile","walnkintest Profile","Indian","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04389","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkintest Profile","walnkintest Profile","Mostrador","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04390","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkintest Profile","walnkintest Profile","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04391","Layout","Product2","Product2-Product Layout","","walnkintest Profile","walnkintest Profile","Producto Altica","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04392","Layout","Product2","Product2-Product Layout","","walnkintest Profile","walnkintest Profile","Producto Red Motors","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04393","Layout","Product2","Product2-Product Layout","","walnkintest Profile","walnkintest Profile","Vehiculos","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04394","Layout","Product2","Product2-Product Layout","","walnkintest Profile","walnkintest Profile","Materiales","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04395","Layout","Product2","Product2-Product Layout","","walnkintest Profile","walnkintest Profile","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04396","Layout","WorkOrder","WorkOrder-Work Order Layout","","walnkintest Profile","walnkintest Profile","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04397","Layout","Account","Account-Account Layout","","walnkinbeta Profile","walnkinbeta Profile","Cliente Jurídico","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04398","Layout","Account","Account-Account Layout","","walnkinbeta Profile","walnkinbeta Profile","Cuenta empresarial","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04399","Layout","Account","Account-Account Layout","","walnkinbeta Profile","walnkinbeta Profile","Aseguradora","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04400","Layout","Account","Account-Account Layout","","walnkinbeta Profile","walnkinbeta Profile","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04401","Layout","Account","Account-Account Layout","","walnkinbeta Profile","walnkinbeta Profile","Distribuidor","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04402","Layout","Account","Account-Account Layout","","walnkinbeta Profile","walnkinbeta Profile","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04403","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkinbeta Profile","walnkinbeta Profile","Harley-Davidson","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04404","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkinbeta Profile","walnkinbeta Profile","Autos usados","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04405","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkinbeta Profile","walnkinbeta Profile","BMW","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04406","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkinbeta Profile","walnkinbeta Profile","KTM","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04407","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkinbeta Profile","walnkinbeta Profile","Kawasaki","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04408","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkinbeta Profile","walnkinbeta Profile","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04409","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkinbeta Profile","walnkinbeta Profile","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04410","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkinbeta Profile","walnkinbeta Profile","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
